,Mu33,Mu22,Pu,L,Cb,Delta,L1tb,h,b,tf,tw
563,-71913.939,-192988.886,-1029864.55,4,1.576,0.0152,1,53.1368,44.2341,10.5664,6.5913
564,-7643.271,-53253.089,-612360.758,4,1.53,0.0209,1,39.1414,33.0327,5.715,3.5433
565,-13696.747,-89216.882,-618761.059,4,1.601,0.0265,1,42.7228,33.9979,7.5057,4.5085
566,-88503.692,-154841.356,-796719.812,4,1.223,0.0233,1,94.8944,42.1386,7.5946,4.191
567,-65064.599,-214066.616,-915384.23,4,1.652,0.02,1,53.1368,44.2341,10.5664,6.5913
568,-165039.847,-272539.486,-943474.013,4,1.219,0.0246,1,106.6038,45.6946,10.8966,6.0452
569,-58144.799,-221745.77,-799171.9,4,1.755,0.0231,1,53.1368,44.2341,10.5664,6.5913
570,-85107.073,-174460.348,-721449.408,4,1.253,0.0266,1,99.5934,43.7388,7.3914,4.0894
571,-31789.273,-159184.929,-670110.734,4,1.909,0.0258,1,47.4218,42.4053,7.7089,4.7625
572,-29823.561,-147420.558,-629404.648,4,1.949,0.0243,1,47.4218,42.4053,7.7089,4.7625
573,-22766.859,-128175.045,-586913.594,4,2.007,0.0252,1,45.5168,41.8465,6.7564,4.2037
574,-21236.972,-117159.887,-546378.172,4,2.072,0.0235,1,45.5168,41.8465,6.7564,4.2037
575,-31641.044,-95376.408,-506961.19,4,1.321,0.0257,1,100.8126,45.2882,4.0005,2.1082
576,-28916.057,-76201.185,-384021.057,4,1.37,0.0253,1,99.2124,44.9834,3.2004,1.8034
577,-43762.113,-108294.274,-391304.771,4,1.45,0.0265,1,101.6,45.4914,4.3942,2.3114
578,-26687.136,-128071.933,-429323.549,4,2.156,0.0259,1,45.5168,41.8465,6.7564,4.2037
579,-79564.419,-166168.736,-522000.006,4,1.348,0.0265,1,99.5934,43.7388,7.3914,4.0894
580,-94115.548,-187360.591,-566295.559,4,1.328,0.0261,1,101.1936,44.196,8.2042,4.5466
581,-57809.84,-215411.347,-601121.621,4,1.917,0.0236,1,53.1368,44.2341,10.5664,6.5913
582,-130078.152,-258155.338,-621295.358,4,1.345,0.0262,1,106.6038,45.6946,10.8966,6.0452
583,-144691.436,-281435.985,-665922.352,4,1.327,0.0264,1,107.823,46.0502,11.5062,6.4008
584,-58133.115,-232285.291,-564984.735,4,2.049,0.0266,1,53.1368,44.2341,10.5664,6.5913
585,-55032.77,-214302.413,-523247.553,4,2.102,0.0249,1,53.1368,44.2341,10.5664,6.5913
586,-51934.055,-196323.258,-481511.405,4,2.145,0.0231,1,53.1368,44.2341,10.5664,6.5913
587,-76458.681,-168645.383,-444241.967,4,1.466,0.0252,1,101.1936,44.196,8.2042,4.5466
588,-35851.627,-204099.319,-680361.725,4,2.025,0.0251,1,53.1368,44.2341,10.5664,6.5913
589,-84575.945,-253942.436,-634622.886,4,1.151,0.0256,1,107.823,46.0502,11.5062,6.4008
590,-82274.844,-234042.807,-575499.468,4,1.158,0.0254,1,106.6038,45.6946,10.8966,6.0452
591,-41991.005,-210755.35,-562685.184,4,2.148,0.0259,1,53.1368,44.2341,10.5664,6.5913
592,-119622.583,-234710.692,-273974.53,4,1.321,0.0255,1,106.6038,45.6946,10.8966,6.0452
593,-138829.473,-288736.583,-268004.658,4,1.372,0.0291,1,107.823,46.0502,11.5062,6.4008
594,-74862.927,-264786.108,-197435.522,4,1.936,0.0258,1,56.9468,45.4406,12.4714,7.7978
595,-76582.802,-252305.847,-168722.544,4,1.947,0.0246,1,56.9468,45.4406,12.4714,7.7978
596,48440.111,212492.185,-203473.466,4,2.212,0.0253,1,53.1368,44.2341,10.5664,6.5913
597,45771.222,171205.635,-157249.072,4,2.226,0.0254,1,49.784,43.2054,8.89,5.5626
598,42827.481,147585.362,-133551.104,4,2.233,0.0263,1,47.4218,42.4053,7.7089,4.7625
599,-29915.567,107934.37,-134833.557,4,2.218,0.0265,1,101.6,45.4914,4.3942,2.3114
600,-30029.768,124546.199,-157323.867,4,2.231,0.0257,1,45.5168,41.8465,6.7564,4.2037
601,-37534.917,142366.136,-180939.63,4,2.213,0.0251,1,47.4218,42.4053,7.7089,4.7625
602,-46882.336,162074.351,-204892.704,4,2.196,0.0238,1,49.784,43.2054,8.89,5.5626
603,-64483.344,195891.158,-252309.571,4,2.166,0.023,1,53.1368,44.2341,10.5664,6.5913
604,-75392.196,219493.916,-298289.158,4,2.147,0.0258,1,53.1368,44.2341,10.5664,6.5913
605,-161314.531,250456.284,-354187.924,4,1.413,0.0263,1,106.6038,45.6946,10.8966,6.0452
606,-80909.644,205850.733,-334097.687,4,1.947,0.0238,1,53.1368,44.2341,10.5664,6.5913
607,76942.099,-12909.104,-108764.049,4,2.265,0.0256,1,37.5412,39.37,2.7686,1.7272
608,14458.872,-89897.534,-263438.049,5,2.256,0.0326,1,56.6928,30.4927,6.9596,3.8608
609,63910.142,222808.293,-663679.517,5,1,0.0311,0,53.1368,44.2341,10.5664,6.5913
610,11003.186,38559.906,-412113.024,5,1,0.0318,0,51.689,29.0957,4.445,2.4384
611,-449.075,2560.771,-52116.89,5,2.244,0.0123,1,20.32,20.3073,1.1049,0.7239
612,-5.52,1121.971,-52690.68,5,1.959,0.0099,1,20.32,20.3073,1.1049,0.7239
613,884.888,-4510.142,-173786.078,5,2.195,0.0162,1,25.9588,25.6032,1.7272,1.0668
614,-2489.674,-7367.913,-325390.354,5,2.184,0.0184,1,31.8262,30.7975,2.0574,1.3081
615,-5876.566,-10838.507,-453616.971,5,2.168,0.0232,1,48.895,28.3464,3.048,1.7018
616,2695.128,-13725.565,-296161.366,5,2.203,0.0214,1,32.7406,31.0388,2.5146,1.5494
617,3429.153,-25018.565,-357889.2,5,2.192,0.0228,1,37.2364,37.4015,2.6162,1.6383
618,-5921.782,-13200.243,-517085.013,5,2.164,0.0255,1,49.5046,28.4988,3.3528,1.8542
619,4515.9,-23499.951,-418497.458,5,2.208,0.0262,1,34.8234,31.6992,3.556,2.2098
620,9084.756,23229.595,-580058.255,5,1,0.0269,0,35.6362,31.9278,3.9624,2.4384
621,10176.857,28119.758,-643801.162,5,1,0.0289,0,36.5252,32.1818,4.4069,2.6924
622,4350.881,-40960.892,-480758.086,5,2.186,0.0265,1,38.6588,39.751,3.3274,2.1082
623,6180.158,-37241.501,-541197.509,5,2.208,0.0301,1,37.3634,32.4866,4.826,2.9972
624,18728.501,26151.974,-707340.345,5,1,0.0318,0,52.5018,29.3497,4.8514,2.6924
625,12149.659,-41059.687,-601914.903,5,2.204,0.0323,1,60.2996,32.4485,5.0546,2.794
626,4975.644,-67786.84,-665390.992,5,2.165,0.0311,1,41.6052,40.6273,4.8006,2.9845
627,45060.702,56031.377,-838010.909,5,1,0.033,0,75.2094,36.6903,5.3086,2.9464
628,63532.61,75837.809,-903600.103,5,1,0.0329,0,90.297,40.894,5.3086,2.9464
629,10825.505,-71930.379,-726188.455,5,2.033,0.0332,1,89.3064,40.6019,4.8006,2.6416
630,31763.662,96698.397,-967104.603,5,1,0.0326,0,45.5168,41.8465,6.7564,4.2037
631,1611.863,-98922.538,-789982.715,5,1.016,0.032,1,45.5168,41.8465,6.7564,4.2037
632,-481.357,-114211.692,-852244.868,5,1.803,0.0325,1,47.4218,42.4053,7.7089,4.7625
633,38912.606,113194.787,-1032044.44,5,1,0.0329,0,47.4218,42.4053,7.7089,4.7625
634,-36906.379,-142945.743,-1105189.57,5,2.147,0.0329,1,101.1936,44.196,8.2042,4.5466
635,-3231.523,-132612.502,-914889.543,5,1.909,0.0326,1,101.1936,44.196,8.2042,4.5466
636,-9046.88,-154704.268,-977965.248,5,2.196,0.0319,1,53.1368,44.2341,10.5664,6.5913
637,-38881.824,-171427.733,-1168644.72,5,2.195,0.0318,1,53.1368,44.2341,10.5664,6.5913
638,26881.294,26542.51,-1115517.53,5,1,0.0234,0,55.499,30.2006,6.35,3.556
639,5774.87,-50453.069,-959221.365,5,2.033,0.0208,1,42.5196,40.9194,5.2578,3.2766
640,5734.109,-56272.5,-1020086.4,5,1.928,0.0213,1,43.4848,41.2242,5.7404,3.5814
641,30125.695,31153.275,-1177714.12,5,1,0.0241,0,56.6928,30.4927,6.9596,3.8608
642,5462.651,-62691.171,-1081029.61,5,1.785,0.0217,1,44.5516,41.5544,6.2738,3.9116
643,6344.841,-64884.735,-1141419.23,5,1.88,0.0227,1,44.5516,41.5544,6.2738,3.9116
644,6188.236,-70932.306,-1202301.14,5,1.764,0.0232,1,45.5168,41.8465,6.7564,4.2037
645,34359.332,72485.129,-1365728.21,5,1,0.0224,0,46.4566,42.1386,7.2263,4.4958
646,6090.66,-76510.665,-1263136.7,5,1.673,0.0237,1,46.4566,42.1386,7.2263,4.4958
647,6863.533,-79374.03,-1323597.11,5,1.735,0.0246,1,46.4566,42.1386,7.2263,4.4958
648,7441.138,-85163.379,-1384252.71,5,1.707,0.0248,1,47.4218,42.4053,7.7089,4.7625
649,7951.65,-91054.427,-1444928.2,5,1.679,0.0249,1,48.3108,42.7609,8.1534,5.1181
650,19360.738,-79791.593,-1503362.09,5,1.873,0.0278,1,81.2038,38.3413,8.3058,4.5974
651,19973.446,-90451.743,-1564357.52,5,1.607,0.0272,1,94.8944,42.1386,7.5946,4.191
652,21352.737,-96446.209,-1624906.41,5,1.552,0.0273,1,99.5934,43.7388,7.3914,4.0894
653,22179.271,-100640,-1685438.07,5,1.593,0.0277,1,96.2914,42.545,8.3058,4.5974
654,24617.549,-102751.715,-1745580.63,5,1.656,0.0284,1,96.2914,42.545,8.3058,4.5974
655,25454.422,-110023.875,-1806297.41,5,1.575,0.0283,1,101.1936,44.196,8.2042,4.5466
656,14414.161,-125697.574,-1868688.95,5,1.724,0.0268,1,53.1368,44.2341,10.5664,6.5913
657,16140.226,-128240.057,-1928925.29,5,1.798,0.0275,1,53.1368,44.2341,10.5664,6.5913
658,17863.363,-130793.524,-1989162.58,5,1.861,0.0281,1,53.1368,44.2341,10.5664,6.5913
659,28516.733,-133909.845,-2048885.16,5,1.476,0.0287,1,104.6226,45.1485,9.906,5.4991
660,30839.745,-136452.345,-2109078.74,5,1.519,0.0293,1,104.6226,45.1485,9.906,5.4991
661,-1595.701,-20723.185,-456568.554,5,2.262,0.0191,1,34.8234,31.6992,3.556,2.2098
662,-1788.039,-32014.56,-497686.253,5,2.264,0.0203,1,36.5252,32.1818,4.4069,2.6924
663,-2521.213,-41553.162,-538660.892,5,2.247,0.022,1,66.0908,33.2994,4.3942,2.4384
664,-2861.234,-55966.673,-580016.709,5,2.209,0.0231,1,61.2902,32.7406,5.5626,3.0988
665,-3636.042,-78992.154,-622077.109,5,2.229,0.0234,1,41.4528,33.6169,6.8707,4.1275
666,-16041.589,-141898.293,-668653.283,5,2.249,0.0211,1,46.4566,42.1386,7.2263,4.4958
667,-34567.952,-250918.485,-799979.273,5,2.262,0.0217,1,53.1368,44.2341,10.5664,6.5913
668,-47235.665,-329351.244,-888160.061,5,2.27,0.0223,1,56.9468,45.4406,12.4714,7.7978
669,-57372.151,-346670.473,-870285.577,5,2.244,0.0232,1,107.823,46.0502,11.5062,6.4008
670,-1651.749,-10280.058,-194794.391,5,2.233,0.0163,1,31.115,30.5816,1.7018,1.0922
671,-1167.28,-13448.496,-235168.502,5,2.212,0.0183,1,28.194,26.2636,2.8448,1.7272
672,-2257.491,-28635.544,-276659.683,5,2.203,0.0194,1,34.0614,31.496,3.175,2.0066
673,-2625.29,-41369.595,-317840.663,5,2.19,0.0208,1,35.6362,31.9278,3.9624,2.4384
674,-4706.751,-62950.504,-359971.581,5,2.195,0.0216,1,38.227,32.7533,5.2578,3.2639
675,-6628.759,-84144.377,-401996.402,5,2.199,0.0225,1,40.259,33.3756,6.2738,3.8862
676,-9964.707,-110648.082,-444603.024,5,2.207,0.0231,1,42.7228,33.9979,7.5057,4.5085
677,-21794.839,-142069.996,-488364.919,5,2.204,0.0238,1,73.8886,35.4457,8.3058,4.5974
678,-33685.538,-192396.917,-533761.625,5,2.231,0.0232,1,82.6008,38.7477,8.9916,5.0038
679,-44860.3,-279600.936,-582566.599,5,2.249,0.0207,1,53.1368,44.2341,10.5664,6.5913
680,-57432.139,-338800.983,-629050.42,5,2.258,0.0204,1,56.9468,45.4406,12.4714,7.7978
681,-52408.089,-318124.863,-596609.843,5,2.253,0.0208,1,54.9656,44.831,11.4808,7.1882
682,-45745.071,-278320.976,-552448.959,5,2.248,0.0204,1,53.1368,44.2341,10.5664,6.5913
683,-4591.928,-61361.639,-369787.18,5,1.913,0.0236,1,54.5084,29.8958,5.842,3.2512
684,-4081.672,-57142.808,-329322.137,5,2.19,0.0214,1,37.3634,32.4866,4.826,2.9972
685,-3139.589,-51647.36,-316697.555,5,2.181,0.0215,1,36.5252,32.1818,4.4069,2.6924
686,-3262.864,-51564.218,-310692.084,5,2.182,0.0214,1,36.5252,32.1818,4.4069,2.6924
687,-78555.469,-197058.251,-338901.944,5,2.234,0.0329,1,99.5934,43.7388,7.3914,4.0894
688,-58657.535,-119419.836,-269702.368,5,2.214,0.0329,1,90.297,40.894,5.3086,2.9464
689,-17613.511,-57356.819,-220512.178,5,2.215,0.0332,1,37.3634,32.4866,4.826,2.9972
690,-6318.38,-19827.445,-175664.867,5,2.215,0.0324,1,28.8544,26.4541,3.175,1.9177
691,-88682.341,-169376.976,-202483.123,5,2.231,0.0329,1,49.784,43.2054,8.89,5.5626
692,-175137.284,-77100.917,-146337.79,5,2.194,0.0324,1,44.5516,41.5544,6.2738,3.9116
693,-174307.892,-78358.665,-158504.763,5,2.194,0.0329,1,44.5516,41.5544,6.2738,3.9116
694,-182971.78,-86117.196,-184088.459,5,2.193,0.0332,1,45.5168,41.8465,6.7564,4.2037
695,-200531.242,-98773.051,-210783.783,5,2.191,0.0328,1,47.4218,42.4053,7.7089,4.7625
696,-232952.829,-124736.257,-264025.818,5,2.188,0.0319,1,51.4096,43.688,9.7028,6.0452
697,-19933.648,-9332.042,-177415.848,5,2.208,0.0264,1,31.8262,30.7975,2.0574,1.3081
698,-19055.89,-10415.411,-180702.238,5,2.21,0.0333,1,28.194,26.2636,2.8448,1.7272
699,-10582.441,-4533.21,-94756.662,5,2.212,0.0295,1,25.6286,25.4762,1.5621,0.9398
700,-113567.379,-37064.976,-159011.279,5,2.197,0.0324,1,39.1414,33.0327,5.715,3.5433
701,-19252.2,-7018.639,-113456.411,5,2.208,0.0319,1,26.924,25.8826,2.2098,1.3462
702,-54495.259,-18220.367,-135009.687,5,2.203,0.0328,1,34.0614,31.496,3.175,2.0066
703,-240087.432,-88497.293,-226762.176,5,2.185,0.0302,1,47.4218,42.4053,7.7089,4.7625
704,-392687.105,-122922.217,-363221.122,5,2.106,0.0332,1,101.1936,44.196,8.2042,4.5466
705,-106656.3,-58328.051,-281649.536,5,2.196,0.0332,1,41.6052,40.6273,4.8006,2.9845
706,-155989.248,-80883.443,-298087.639,5,2.191,0.0313,1,45.5168,41.8465,6.7564,4.2037
707,-153506.616,-84665.4,-340567.553,5,2.191,0.0327,1,45.5168,41.8465,6.7564,4.2037
708,-185243.217,-96632.189,-354695.124,5,2.188,0.0324,1,47.4218,42.4053,7.7089,4.7625
709,-306820.795,-121529.376,-415164.622,5,2.145,0.033,1,101.1936,44.196,8.2042,4.5466
710,59887.649,172538.607,-569163.796,5,2.157,0.0323,1,53.1368,44.2341,10.5664,6.5913
711,-11740.955,34637.439,-504189.144,5,2.271,0.0308,1,37.3634,32.4866,4.826,2.9972
712,-22625.124,104135.831,-637201.094,5,2.249,0.0331,1,45.5168,41.8465,6.7564,4.2037
713,-48288.505,77566.433,-546689.356,5,2.243,0.0325,1,100.8126,45.2882,4.0005,2.1082
714,-34543.583,87349.104,-587266.71,5,2.211,0.0333,1,101.6,45.4914,4.3942,2.3114
715,32245.679,-67170.448,-490085.65,5,2.224,0.0317,1,41.6052,40.6273,4.8006,2.9845
716,104296.333,-92090.772,-534869.647,5,2.206,0.0329,1,101.6,45.4914,4.3942,2.3114
717,110396.119,-139036.007,-582737.974,5,2.195,0.0327,1,99.5934,43.7388,7.3914,4.0894
718,33110.609,-59096.774,-623625.165,5,2.22,0.0189,1,41.4528,33.6169,6.8707,4.1275
719,90711.865,-130915.205,-689249.267,5,2.197,0.0216,1,75.311,35.8521,8.9916,5.0038
720,45249.561,-324912.999,-869268.191,5,2.001,0.0195,1,56.9468,45.4406,12.4714,7.7978
721,-40.495,-2.734,-10278.65,4,2.266,0.0017,1,14.986,10.0076,0.5461,0.4318
722,-85.256,-5.952,-19112.92,4,2.267,0.0036,1,14.986,10.0076,0.5461,0.4318
723,-383.83,-34.652,-47919.798,4,2.26,0.0088,1,15.9512,10.2362,1.0287,0.6604
724,0,-1955.367,-260140.559,4,1,0.0084,1,30.9626,25.4254,1.6256,0.9144
725,0,-1815.686,-325215.705,4,1,0.0103,1,22.86,21.0312,2.3749,1.4478
726,0,-8824.836,-463988.23,4,1,0.0134,1,32.7406,31.0388,2.5146,1.5494
727,0,-16983.023,-602307.074,4,1,0.0163,1,34.8234,31.6992,3.556,2.2098
728,0,-24421.798,-738158.317,4,1,0.0193,1,36.5252,32.1818,4.4069,2.6924
729,0,-41678.975,-944585.803,4,1,0.0233,1,61.2902,32.7406,5.5626,3.0988
730,0,-57024.864,-1081416.01,4,1,0.0258,1,63.5,33.3502,6.6548,3.7084
731,0,-205652.092,-701921.091,4,1,0.0264,1,107.823,46.0502,11.5062,6.4008
732,0,-13598.957,-403553.443,4,1,0.024,1,28.8544,26.4541,3.175,1.9177
733,0,165462.67,-427722.2,4,1,0.0253,1,53.1368,44.2341,10.5664,6.5913
734,0,6457.065,-182323.282,4,1,0.0259,0,22.225,20.8788,2.0574,1.2954
735,0,-33788.794,-257735.367,4,1,0.0264,1,36.7792,37.2618,2.3876,1.4986
736,0,59852.281,-290588.95,4,1,0.0265,0,38.6588,39.751,3.3274,2.1082
737,0,68203.578,-303256.601,4,1,0.0267,0,39.3192,39.9034,3.6576,2.2606
738,0,82392.886,-317650.244,4,1,0.0265,0,99.2124,44.9834,3.2004,1.8034
739,0,92201.066,-330207.669,4,1,0.0267,0,41.6052,40.6273,4.8006,2.9845
740,0,-101084.701,-345770.315,4,1,0.0267,1,100.8126,45.2882,4.0005,2.1082
741,0,-126099.707,-361098.428,4,1,0.0262,1,45.5168,41.8465,6.7564,4.2037
742,0,131366.943,-370312.645,4,1,0.0265,0,45.5168,41.8465,6.7564,4.2037
743,0,-148606.568,-387017.184,4,1,0.0264,1,47.4218,42.4053,7.7089,4.7625
744,0,-157706.965,-400910.369,4,1,0.0265,1,99.5934,43.7388,7.3914,4.0894
745,0,-175056.356,-414647.795,4,1,0.0264,1,101.1936,44.196,8.2042,4.5466
746,0,-206736.305,-428494.449,4,1,0.0258,1,53.1368,44.2341,10.5664,6.5913
747,0,106691.604,-409476.958,4,1,0.0199,0,41.4528,33.6169,6.8707,4.1275
748,0,107915.998,-421054.194,4,1,0.0202,0,63.5,33.3502,6.6548,3.7084
749,0,151082.189,-438067.629,4,1,0.0194,0,44.5516,41.5544,6.2738,3.9116
750,0,163392.522,-451094.5,4,1,0.0194,0,45.5168,41.8465,6.7564,4.2037
751,0,164303.685,-498916.716,4,1,0.0198,0,45.5168,41.8465,6.7564,4.2037
752,0,176453.853,-511921.466,4,1,0.0199,0,46.4566,42.1386,7.2263,4.4958
753,0,204489.139,-543831.54,4,1,0.02,0,48.3108,42.7609,8.1534,5.1181
754,0,299355.076,-538879.423,4,1,0.0191,0,53.1368,44.2341,10.5664,6.5913
755,0,299917.718,-562919.776,4,1,0.0193,0,53.1368,44.2341,10.5664,6.5913
756,0,301044.447,-610998.551,4,1,0.0197,0,53.1368,44.2341,10.5664,6.5913
757,0,302173.03,-659074.845,4,1,0.0201,0,53.1368,44.2341,10.5664,6.5913
758,0,313707.729,-733072.823,4,1,0.0203,0,54.9656,44.831,11.4808,7.1882
759,0,315159.859,-793207.039,4,1,0.0207,0,54.9656,44.831,11.4808,7.1882
760,0,316614.569,-853337.978,4,1,0.0212,0,54.9656,44.831,11.4808,7.1882
761,0,318071.727,-913465.806,4,1,0.0217,0,54.9656,44.831,11.4808,7.1882
762,0,319531.211,-973590.68,4,1,0.0222,0,54.9656,44.831,11.4808,7.1882
763,0,330200.502,-1035612.37,4,1,0.0222,0,56.9468,45.4406,12.4714,7.7978
764,0,331692.954,-1095771.16,4,1,0.0227,0,56.9468,45.4406,12.4714,7.7978
765,0,332339.429,-1216909.1,4,1,0.0238,0,107.823,46.0502,11.5062,6.4008
766,0,369868.46,-1091383.59,4,1,0.0227,0,56.9468,45.4406,12.4714,7.7978
767,0,225369.998,-675860.955,4,1,0.0208,0,49.784,43.2054,8.89,5.5626
768,0,235250.934,-674303.438,4,1,0.021,0,49.784,43.2054,8.89,5.5626
769,0,254343.529,-674611.925,4,1,0.0205,0,51.4096,43.688,9.7028,6.0452
770,0,264630.793,-673115.512,4,1,0.0205,0,51.4096,43.688,9.7028,6.0452
771,-195.746,5.362,-122765.061,4,2.164,0.021,1,20.6248,20.3708,1.2573,0.7874
772,-28.192,-2068.89,-122550.312,4,2.145,0.021,1,20.6248,20.3708,1.2573,0.7874
773,-259.048,-2185.854,-122323.681,4,2.179,0.021,1,20.6248,20.3708,1.2573,0.7874
774,5413.364,3988.873,-122735.453,4,1,0.021,0,30.6324,20.4343,1.4605,0.8509
775,65610.734,22993.44,-121390.914,4,1,0.0205,0,77.9018,26.6192,2.9972,1.651
776,103785.402,41054.303,-119182.14,4,1,0.0201,0,110.0074,29.9974,3.5941,1.9939
777,96946.151,45663.566,-180425.949,4,1,0.0206,0,101.0006,30.2006,4,2.11
778,106412.511,45182.463,-208977.028,4,1,0.0209,0,110.7948,29.9974,4.0005,2.1971
779,105345.733,44213.35,-239761.976,4,1,0.0211,0,102.0013,30.2997,4.3899,2.4399
780,40052.812,16143.581,-242161.381,4,1,0.0219,0,70.1802,25.4254,2.794,1.5494
781,41117.733,15801.205,-212308.534,4,1,0.0216,0,76.6318,26.7081,2.3622,1.4859
782,17788.927,6510.87,-212271.056,4,1,0.0219,0,54.4322,21.2217,2.1209,1.3081
783,20201.145,6778.327,-211884.371,4,1,0.0219,0,54.4322,21.2217,2.1209,1.3081
784,30913.057,10453.493,-212073.968,4,1,0.0218,0,62.3062,22.86,2.4892,1.397
785,43139.014,16622.379,-212192.349,4,1,0.0216,0,70.1802,25.4254,2.794,1.5494
786,55190.326,21294.516,-211637.563,4,1,0.0214,0,77.9018,26.6192,2.9972,1.651
787,55722.283,41507.283,-214940.427,4,1,0.0209,0,57.7088,31.75,3.7592,2.1082
788,84356.54,33176.028,-210020.728,4,1,0.0212,0,108.9914,29.9974,3.0988,1.8034
789,95398.91,39518.223,-209591.637,4,1,0.021,0,110.0074,29.9974,3.5941,1.9939
790,106412.511,45182.463,-208977.028,4,1,0.0209,0,110.7948,29.9974,4.0005,2.1971
791,118028.192,51905.329,-208485.348,4,1,0.0208,0,111.8108,29.9974,4.4958,2.6035
792,114366.019,117873.167,-215104.113,4,1,0.0191,0,101.6,45.4914,4.3942,2.3114
793,-2174.056,3576.928,-102652.218,4,2.258,0.022,1,30.6324,20.4343,1.4605,0.8509
794,-1857.731,3662.109,-101164.548,4,2.213,0.022,1,30.6324,20.4343,1.4605,0.8509
795,-2084.199,3637.484,-105788.745,4,2.235,0.022,1,25.654,20.3708,1.5748,0.889
796,-2326.786,3547.395,-107294.661,4,2.223,0.022,1,25.654,20.3708,1.5748,0.889
797,-1973.37,3939.293,-109271.802,4,2.215,0.022,1,21.59,20.5994,1.7399,1.016
798,-2164.425,3837.766,-110791.587,4,2.209,0.022,1,21.59,20.5994,1.7399,1.016
799,-2546.533,3634.713,-113831.157,4,2.2,0.022,1,21.59,20.5994,1.7399,1.016
800,-2928.642,3431.66,-116870.727,4,2.195,0.022,1,21.59,20.5994,1.7399,1.016
801,10348.249,4639.189,-85470.097,4,2.171,0.0219,1,22.225,20.8788,2.0574,1.2954
802,13611.663,5993.307,-87991.297,4,2.171,0.0219,1,22.86,21.0312,2.3749,1.4478
803,24350.097,11955.313,-88449.222,4,2.167,0.0216,1,27.5336,26.0731,2.5146,1.5367
804,28745.235,14220.094,-89391.074,4,2.167,0.0215,1,28.194,26.2636,2.8448,1.7272
805,33345.37,16645.008,-90252.129,4,2.166,0.0214,1,28.8544,26.4541,3.175,1.9177
806,82927.477,14243.914,-89389.243,4,1.994,0.0215,1,76.6318,26.7081,2.3622,1.4859
807,84343.791,15459.373,-118667.04,4,1.965,0.0218,1,76.9874,26.7843,2.54,1.5621
808,89128.402,18814.745,-123918,4,1.894,0.0217,1,84.582,29.2989,2.4384,1.5367
809,87082.704,17708.354,-141967.778,4,1.918,0.022,1,77.9018,26.6192,2.9972,1.651
810,93586.406,22200.978,-164699.31,4,1.806,0.022,1,91.4654,30.48,2.5908,1.651
811,95947.023,21626.774,-188361.356,4,1.737,0.0223,1,98.0186,29.9974,2.6035,1.651
812,92696.138,23426.476,-200125.173,4,1.806,0.0224,1,85.9028,29.21,3.0988,1.7018
813,95832.524,25706.585,-211619.246,4,1.754,0.0224,1,92.2782,30.6705,2.9972,1.8415
814,90951.427,39731.045,-239584.939,4,1.898,0.0221,1,71.3994,35.6489,3.4036,1.905
815,96712.368,27756.852,-258747.93,4,1.717,0.0228,1,92.6846,30.7721,3.2004,1.9431
816,88471.098,38348.567,-269690.724,4,1.932,0.0225,1,65.3034,33.0454,3.9878,2.2098
817,97934.133,30053.008,-288160.852,4,1.686,0.023,1,93.1926,30.9372,3.4544,2.1082
818,93030.554,44356.862,-310151.729,4,1.847,0.0227,1,72.2122,35.8521,3.81,2.1082
819,98747.177,49641.145,-320949.671,4,1.745,0.0225,1,86.1822,40.1447,3.2385,1.9685
820,100936.67,53394.661,-344094.907,4,1.698,0.0226,1,91.186,41.8338,3.2004,1.9304
821,97321.302,50982.499,-368440.461,4,1.754,0.023,1,79.502,38.2397,3.81,2.1082
822,100112.252,53763.466,-379814.38,4,1.701,0.023,1,86.8172,40.2844,3.556,2.1082
823,103652.911,53909.307,-409332.503,4,1.583,0.0232,1,100.0252,40.005,3.6068,1.905
824,102672.833,59553.055,-432455.922,4,1.636,0.0232,1,92.1004,42.037,3.6576,2.1336
825,105326.263,66412.969,-472942.225,4,1.574,0.0232,1,99.9998,45.085,3.5941,1.905
826,110058.057,60807.342,-474874.975,4,1.54,0.0236,1,100.8126,40.2082,4.0005,2.1082
827,112949.848,66939.69,-475300.218,4,1.626,0.0235,1,88.4936,40.3987,4.3942,2.4384
828,127585.331,80754.824,-475080.578,4,1.567,0.023,1,100.8126,45.2882,4.0005,2.1082
829,124526.025,75851.401,-494018.868,4,1.611,0.0234,1,89.3064,40.6019,4.8006,2.6416
830,139501.321,90592.413,-493660.897,4,1.555,0.0229,1,101.6,45.4914,4.3942,2.3114
831,146983.824,90890.808,-496005.655,4,1.604,0.0232,1,90.297,40.894,5.3086,2.9464
832,153992.692,97991.714,-496077.063,4,1.595,0.0229,1,91.313,41.148,5.7912,3.2004
833,171684.897,109736.639,-497246.969,4,1.572,0.0228,1,96.012,42.7482,5.588,3.0988
834,176789.808,113998.433,-497813.602,4,1.588,0.0227,1,92.3036,41.4401,6.2992,3.5052
835,195131.319,127628.461,-498695.976,4,1.565,0.0225,1,97.1804,43.0911,6.1976,3.4544
836,205467.726,134788.954,-499792.981,4,1.58,0.0224,1,93.4974,41.7957,6.9088,3.8608
837,218760.149,146318.178,-499981.811,4,1.558,0.0222,1,98.3996,43.4467,6.8072,3.81
838,218223.821,148693.513,-559370.497,4,1.554,0.0226,1,94.8944,42.1386,7.5946,4.191
839,220150.043,155152.428,-653672.516,4,1.507,0.0232,1,99.5934,43.7388,7.3914,4.0894
